book_id,title,authors,original_publication_year,average_rating,language_code
1431,"Redwall (Redwall, #1)",Brian Jacques,1986.0,4.11,eng
1432,The Communist Manifesto,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,3.51,eng
1433,The Woman in Cabin 10,Ruth Ware,2016.0,3.67,eng
1434,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,1826.0,3.69,eng
1435,Sophie's Choice,William Styron,1979.0,4.18,eng
1436,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,2004.0,3.64,eng
1437,The Iron Daughter,Julie Kagawa,2010.0,4.13,eng
1438,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,2000.0,3.92,eng
1439,The Age of Miracles,Karen Thompson Walker,2012.0,3.64,eng
1440,Have a Little Faith: a True Story,Mitch Albom,2009.0,4.16,en-US
1441,My Life in France,"Julia Child, Alex Prud'Homme",2006.0,4.16,eng
1442,"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,2014.0,3.56,eng
1443,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,2011.0,3.98,eng
1444,Ham on Rye,Charles Bukowski,1982.0,4.16,
1445,Flipped,Wendelin Van Draanen,2001.0,3.94,en-US
1446,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003.0,3.81,
1447,Make Way for Ducklings,Robert McCloskey,1941.0,4.21,
1448,"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child",1995.0,4.01,eng
1449,Notes from a Small Island,Bill Bryson,1995.0,3.91,eng
1450,"Small Favor (The Dresden Files, #10)",Jim Butcher,2008.0,4.43,en-US
1451,"The Walking Dead, Compendium 1",Robert Kirkman,2009.0,4.43,eng
1452,"Princess Academy (Princess Academy, #1)",Shannon Hale,2005.0,4.01,eng
1453,"Everything, Everything","Nicola Yoon, David Yoon",2015.0,4.11,eng
1454,Pygmalion,George Bernard Shaw,1912.0,3.9,en-US
1455,Flight Behavior,Barbara Kingsolver,2012.0,3.75,eng
1456,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,2008.0,4.26,eng
1457,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,1999.0,3.53,eng
1458,Corelli's Mandolin,Louis de BerniÃ¨res,1994.0,3.95,eng
1459,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,2004.0,3.81,en-US
1460,In a Sunburned Country,Bill Bryson,2000.0,4.05,eng
1461,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,1894.0,4.32,eng
1462,The Orphan Master's Son,Adam Johnson,2012.0,4.06,eng
1463,"Enchanters' End Game (The Belgariad, #5)",David Eddings,1984.0,4.17,en-US
1464,The Complete Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003.0,4.36,en-US
1465,The Chosen,Chaim Potok,1967.0,4.03,eng
1466,The Agony and the Ecstasy,"Irving Stone, ×©×××× ×©× ××¦×¨",1958.0,4.09,eng
1467,"The Angel's Game (The Cemetery of Forgotten Books, #2)","Carlos Ruiz ZafÃ³n, Lucia Graves",2008.0,3.86,eng
1468,"Love, Rosie",Cecelia Ahern,2004.0,3.95,en-US
1469,Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel",1963.0,4.15,eng
1470,"This Man (This Man, #1)",Jodi Ellen Malpas,2012.0,4.13,eng
1471,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,2010.0,4.35,en-US
1472,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,2015.0,4.32,eng
1473,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,2008.0,4.12,eng
1474,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,2013.0,4.1,eng
1475,Ø§ÙØ£Ø³ÙØ¯ ÙÙÙÙ Ø¨Ù,"Ø£Ø­ÙØ§Ù ÙØ³ØªØºØ§ÙÙÙ, Ahlam Mosteghanemi",2012.0,3.72,ara
1476,"The Slippery Slope (A Series of Unfortunate Events, #10)","Lemony Snicket, Brett Helquist",2003.0,4.0,en-US
1477,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,4.0,eng
1478,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,1938.0,4.12,eng
1479,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,2004.0,4.12,eng
1480,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,1983.0,4.27,en-US
1481,Her Fearful Symmetry,Audrey Niffenegger,2009.0,3.23,en-GB
1482,The Boston Girl,Anita Diamant,2014.0,3.79,eng
1483,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,2009.0,4.38,eng
1484,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,1990.0,4.18,eng
1485,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,1987.0,3.75,en-US
1486,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",1871.0,4.06,eng
1487,Wild Swans: Three Daughters of China,Jung Chang,1991.0,4.23,en-US
1488,"Go, Dog. Go!",P.D. Eastman,1961.0,4.08,eng
1489,"On the Banks of Plum Creek  (Little House, #4)","Laura Ingalls Wilder, Garth Williams",1937.0,4.19,
1490,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,2015.0,4.03,eng
1491,"The Strain (The Strain Trilogy, #1)","Guillermo del Toro, Chuck Hogan",2009.0,3.77,en-US
1492,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",1890.0,4.21,eng
1493,"Old Yeller (Old Yeller, #1)",Fred Gipson,1956.0,4.06,en-US
1494,Born Standing Up: A Comic's Life,Steve Martin,2007.0,3.87,eng
1495,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,2005.0,4.01,
1496,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",George R.R. Martin,2000.0,4.56,eng
1497,"The Borrowers (The Borrowers, #1)","Mary Norton, Beth Krush, Joe Krush",1952.0,4.02,
1498,Hearts in Atlantis,Stephen King,1999.0,3.8,eng
1499,Small Great Things,Jodi Picoult,2016.0,4.35,eng
1500,"A Wild Sheep Chase (The Rat, #3)","Haruki Murakami, Alfred Birnbaum",1982.0,3.94,eng
1501,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,2003.0,3.83,en-US
1502,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,2012.0,4.21,en-CA
1503,Jitterbug Perfume,Tom Robbins,1984.0,4.24,eng
1504,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,2006.0,4.32,en-US
1505,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,2012.0,4.26,eng
1506,The Zahir,"Paulo Coelho, Margaret Jull Costa",2005.0,3.56,eng
1507,The Power of Positive Thinking,Norman Vincent Peale,1952.0,4.08,eng
1508,"In a Dark, Dark Wood",Ruth Ware,2015.0,3.65,eng
1509,The House of Mirth,"Edith Wharton, Nina Bawden",1905.0,3.94,eng
1510,"Fairy Tail, Vol. 1 (Fairy Tail, #1)","Hiro Mashima, William Flanagan",2006.0,4.4,eng
1511,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"Patrick Rothfuss, Nate  Taylor",2014.0,3.92,eng
1512,Twelve Years a Slave,Solomon Northup,1853.0,4.15,eng
1513,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,2010.0,4.41,eng
1514,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,1999.0,4.16,en-US
1515,Infidel,Ayaan Hirsi Ali,2006.0,4.2,eng
1516,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,2007.0,3.88,eng
1517,"The Twelve (The Passage, #2)",Justin Cronin,2012.0,3.98,eng
1518,One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,3.94,eng
1519,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson,1995.0,4.19,eng
1520,A Canticle for Leibowitz,Walter M. Miller Jr.,1959.0,3.97,eng
1521,"Antigone (The Theban Plays, #3)","Sophocles, J.E. Thomas",-441.0,3.6,eng
1522,Brooklyn,Colm TÃ³ibÃ­n,2009.0,3.63,eng
1523,"Wither (The Chemical Garden, #1)",Lauren DeStefano,2011.0,3.81,eng
1524,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,2016.0,3.99,eng
1525,"Crossroads of Twilight (Wheel of Time, #10)",Robert Jordan,2003.0,3.82,en-US
1526,The Red Badge of Courage,Stephen Crane,1871.0,3.21,eng
1527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,2014.0,4.17,eng
1528,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Steven Erikson,1999.0,3.85,eng
1529,The Witch Of Portobello,Paulo Coelho,2006.0,3.51,eng
1530,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",Madeleine L'Engle,1978.0,4.13,eng
1531,"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,2003.0,3.99,eng
1532,Sing You Home,Jodi Picoult,2011.0,3.76,en-US
1533,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,1992.0,3.7,en-US
1534,"The Camel Club (Camel Club, #1)",David Baldacci,2005.0,4.02,eng
1535,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson,2006.0,4.16,en-US
1536,"Blood of the Fold (Sword of Truth, #3)",Terry Goodkind,1996.0,3.98,en-US
1537,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Philippa Gregory,2006.0,3.84,eng
1538,A Spool of Blue Thread,Anne Tyler,2015.0,3.4,eng
1539,The Underground Railroad,Colson Whitehead,2016.0,4.04,eng
1540,"Masquerade (Blue Bloods, #2)",Melissa de la Cruz,2007.0,3.91,en-US
1541,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,2011.0,4.24,eng
1542,"Losing It (Losing It, #1)",Cora Carmack,2012.0,3.77,eng
1543,The Racketeer,John Grisham,2012.0,3.79,
1544,Disgrace,J.M. Coetzee,1999.0,3.83,eng
1545,"The House at Pooh Corner (Winnie-the-Pooh, #2)","A.A. Milne, Ernest H. Shepard",1928.0,4.36,en-US
1546,"The Black Prism (Lightbringer, #1)",Brent Weeks,2010.0,4.24,en-US
1547,The Mermaid Chair,Sue Monk Kidd,2004.0,3.1,eng
1548,"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,1970.0,4.18,eng
1549,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)","Lemony Snicket, Brett Helquist",2002.0,3.97,en-US
1550,"Heist Society (Heist Society, #1)",Ally Carter,2010.0,3.91,en-US
1551,Behind Closed Doors,B.A. Paris,2016.0,3.93,eng
1552,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,1974.0,4.3,en-US
1553,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,1995.0,4.16,en-US
1554,"Ptolemy's Gate (Bartimaeus, #3)",Jonathan Stroud,2006.0,4.24,eng
1555,The Island of Dr. Moreau,H.G. Wells,1896.0,3.72,eng
1556,"Opal (Lux, #3)",Jennifer L. Armentrout,2012.0,4.34,
1557,Zeitoun,Dave Eggers,2008.0,4.08,
1558,Out of My Mind,Sharon M. Draper,2010.0,4.37,en-US
1559,"Rapture (Fallen, #4)",Lauren Kate,2012.0,4.03,eng
1560,"Switched (Trylle, #1)",Amanda Hocking,2010.0,3.89,eng
1561,Doctor Zhivago,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,4.03,eng
1562,Confess,Colleen Hoover,2015.0,4.25,en-GB
1563,"Pines (Wayward Pines, #1)",Blake Crouch,2012.0,3.88,
1564,Disclosure,Michael Crichton,1994.0,3.76,
1565,Death Comes to Pemberley,P.D. James,2012.0,3.21,eng
1566,Ethan Frome,Edith Wharton,1911.0,3.35,eng
1567,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,3.78,en-GB
1568,It Ends with Us,Colleen Hoover,2016.0,4.44,eng
1569,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",1905.0,4.07,eng
1570,The Electric Kool-Aid Acid Test,Tom Wolfe,1968.0,3.92,en-US
1571,Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,3.46,en-US
1572,Dream Country (The Sandman #3),"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,4.28,eng
1573,A Painted House,John Grisham,2001.0,3.67,eng
1574,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄczmyk",1969.0,4.05,eng
1575,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",2008.0,3.84,eng
1576,"Full Dark, No Stars",Stephen King,2010.0,4.03,en-US
1577,Being Mortal: Medicine and What Matters in the End,Atul Gawande,2014.0,4.4,eng
1578,Intensity,Dean Koontz,1987.0,4.04,eng
1579,Chelsea Chelsea Bang Bang,Chelsea Handler,2010.0,3.81,en-US
1580,A Doll's House,"Henrik Ibsen, Michael   Meyer",1879.0,3.69,eng
1581,Hawaii,James A. Michener,1959.0,4.18,en-GB
1582,Revolutionary Road,Richard Yates,1961.0,3.89,eng
1583,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",2006.0,3.73,en-US
1584,Rosencrantz and Guildenstern Are Dead,"Tom Stoppard, Henry Popkin",1966.0,4.06,eng
1585,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,2011.0,3.91,eng
1586,The Beach,Alex Garland,1996.0,3.91,eng
1587,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",2010.0,3.92,eng
1588,"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,2012.0,3.65,eng
1589,Everything's Eventual: 14 Dark Tales,Stephen King,2002.0,3.94,eng
1590,"Beezus and Ramona (Ramona, #1)",Beverly Cleary,1955.0,3.97,
1591,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,1972.0,4.11,
1592,Airframe,Michael Crichton,1996.0,3.66,eng
1593,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,1982.0,4.17,en-US
1594,Bet Me,Jennifer Crusie,2004.0,3.95,eng
1595,Long Walk to Freedom,Nelson Mandela,1994.0,4.31,eng
1596,Gray Mountain,John Grisham,2014.0,3.52,eng
1597,"The Power of One (The Power of One, #1)",Bryce Courtenay,1989.0,4.34,eng
1598,The Maltese Falcon,Dashiell Hammett,1930.0,3.92,eng
1599,Night Road,Kristin Hannah,2011.0,4.17,en-US
1600,"Tripwire  (Jack Reacher, #3)",Lee Child,1999.0,4.07,eng
1601,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,1995.0,3.98,eng
1602,"Changes (The Dresden Files, #12)",Jim Butcher,2010.0,4.54,eng
1603,The Story of Ferdinand,"Munro Leaf, Robert Lawson",1936.0,4.35,
1604,"Impulse (Impulse, #1)",Ellen Hopkins,2007.0,4.29,en-US
1605,Ivanhoe,Walter Scott,1819.0,3.75,eng
1606,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,2004.0,4.13,en-US
1607,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,1996.0,4.19,eng
1608,"Paranormalcy (Paranormalcy, #1)",Kiersten White,2010.0,3.91,eng
1609,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",Mark Cotta Vaz,2010.0,4.44,en-US
1610,The Shoemaker's Wife,Adriana Trigiani,2012.0,3.98,eng
1611,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,2006.0,4.16,
1612,"The Next Always (Inn BoonsBoro, #1)","Nora Roberts, MacLeod Andrews",2011.0,4.11,
1613,What I Talk About When I Talk About Running,"Haruki Murakami, Philip Gabriel",2007.0,3.79,eng
1614,"We'll Always Have Summer (Summer, #3)",Jenny Han,2011.0,4.17,en-US
1615,Open,"Andre Agassi, J.R. Moehringer",2009.0,4.18,eng
1616,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,2000.0,3.97,eng
1617,"Without Fail (Jack Reacher, #6)","Lee Child, Dick Hill",2002.0,4.16,eng
1618,"A Voice in the Wind (Mark of the Lion, #1)","Francine Rivers, Richard Ferrone",1993.0,4.6,en-US
1619,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",Stephenie Meyer,2005.0,4.31,eng
1620,A Scanner Darkly,Philip K. Dick,1977.0,4.04,eng
1621,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,2008.0,3.95,
1622,A Connecticut Yankee in King Arthur's Court,Mark Twain,1889.0,3.76,eng
1623,Batman: The Long Halloween,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,4.29,eng
1624,Nausea,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,3.91,eng
1625,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001.0,3.93,eng
1626,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,2009.0,4.35,eng
1627,"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich,2006.0,4.14,eng
1628,"Wool (Wool, #1)",Hugh Howey,2011.0,4.12,eng
1629,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,1970.0,4.07,eng
1630,"Turn Coat (The Dresden Files, #11)",Jim Butcher,2009.0,4.45,en-US
1631,The Sign of Four,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,3.96,eng
1632,The Mitten,Jan Brett,1929.0,4.23,eng
1633,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,1995.0,3.73,eng
1634,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,2008.0,4.09,eng
1635,"Click, Clack, Moo: Cows That Type","Doreen Cronin, Betsy Lewin",1999.0,4.23,eng
1636,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,2008.0,4.36,en-US
1637,"Anna Dressed in Blood (Anna, #1)",Kendare Blake,2011.0,3.96,en-US
1638,"Temple of the Winds (Sword of Truth, #4)","Terry Goodkind, Dick Hill",1997.0,4.03,
1639,The True Confessions of Charlotte Doyle,Avi,1990.0,3.81,eng
1640,A Reliable Wife,Robert Goolrick,2009.0,3.25,en-US
1641,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962.0,3.95,eng
1642,Song of Solomon,Toni Morrison,1977.0,4.01,eng
1643,Red Storm Rising,Tom Clancy,1986.0,4.14,
1644,Peace Like a River,Leif Enger,2001.0,3.98,en-US
1645,Rant,Chuck Palahniuk,2007.0,3.82,en-US
1646,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card,2000.0,3.93,en-US
1647,ØªØ±Ø§Ø¨ Ø§ÙÙØ§Ø³,Ø£Ø­ÙØ¯ ÙØ±Ø§Ø¯,2010.0,4.09,ara
1648,The Poky Little Puppy (A Little Golden Book),"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,4.08,eng
1649,Tara Road,Maeve Binchy,1998.0,3.88,eng
1650,The Call of the Wild/White Fang,Jack London,1906.0,4.08,eng
1651,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,2014.0,4.44,eng
1652,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter,2007.0,4.13,en-US
1653,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,2007.0,4.31,eng
1654,"Cold Days (The Dresden Files, #14)",Jim Butcher,2012.0,4.51,en-US
1655,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",Kate Jacobs,2006.0,3.41,eng
1656,All Things Bright and Beautiful (All Creatures Great and Small),James Herriot,1973.0,4.3,en-US
1657,Infinite Jest,David Foster Wallace,1996.0,4.31,en-US
1658,"Tangled (Tangled, #1)",Emma Chase,2013.0,4.12,eng
1659,The Day of the Triffids,John Wyndham,1951.0,4.0,eng
1660,The Sisters Brothers,"Patrick deWitt, Marcelo BarbÃ£o",2011.0,3.83,eng
1661,Secret Daughter,Shilpi Somaya Gowda,2010.0,3.97,en-US
1662,Fantastic Mr. Fox,"Roald Dahl, Quentin Blake",1970.0,4.03,eng
1663,Brida,"Paulo Coelho, Montserrat Mira",1990.0,3.46,por
1664,A Room of One's Own,Virginia Woolf,1929.0,4.1,eng
1665,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,2009.0,4.22,eng
1666,Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones",1592.0,4.24,en-US
1667,What Happened to Goodbye,Sarah Dessen,2011.0,3.97,eng
1668,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,2015.0,4.46,eng
1669,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson,2005.0,3.65,eng
1670,Same Kind of Different as Me,"Ron Hall, Denver Moore, Lynn Vincent",2005.0,4.21,en-US
1671,Carry On,Rainbow Rowell,2015.0,4.19,eng
1672,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Tracy Kidder,2003.0,4.21,eng
1673,"Beneath This Man (This Man, #2)",Jodi Ellen Malpas,2013.0,4.3,eng
1674,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,2011.0,3.87,eng
1675,The Book of Ruth,Jane Hamilton,1988.0,3.82,en-US
1676,GalÃ¡pagos,Kurt Vonnegut Jr.,1985.0,3.87,
1677,Next,Michael Crichton,2006.0,3.48,en-US
1678,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,2002.0,4.1,eng
1679,Leaves of Grass,Walt Whitman,1855.0,4.12,eng
1680,"Blue Dahlia (In the Garden, #1)",Nora Roberts,2004.0,4.11,eng
1681,Lady Chatterley's Lover,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,3.49,eng
1682,"The Magician King (The Magicians, #2)",Lev Grossman,2011.0,3.9,en-US
1683,Liar's Poker,Michael   Lewis,1989.0,4.16,en-US
1684,The Richest Man in Babylon,George S. Clason,1926.0,4.23,eng
1685,Salem Falls,Jodi Picoult,2001.0,3.8,en-US
1686,Belgarath the Sorcerer,"David Eddings, Leigh Eddings",1995.0,4.07,en-US
1687,The Great Dune Trilogy  ,Frank Herbert,1977.0,4.35,en-GB
1688,My Name Is Lucy Barton,"Elizabeth Strout, Goran Skrobonja",2016.0,3.51,eng
1689,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,2007.0,4.06,eng
1690,"Ghost Story (The Dresden Files,  #13)",Jim Butcher,2011.0,4.25,eng
1691,Narrative of the Life of Frederick Douglass,Frederick Douglass,1845.0,3.97,eng
1692,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,"Greg Behrendt, Liz Tuccillo",2004.0,3.65,eng
1693,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,1982.0,4.16,eng
1694,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich,2007.0,4.08,en-US
1695,The Jungle Books,"Rudyard Kipling, Alev Lytle Croutier",1895.0,4.0,eng
1696,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,2006.0,3.92,en-US
1697,Captivating: Unveiling the Mystery of a Woman's Soul,"John Eldredge, Stasi Eldredge",2004.0,3.93,en-US
1698,The Dark Tower: The Gunslinger Born,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007.0,4.18,eng
1699,The Lake House,Kate Morton,2015.0,4.04,eng
1700,A Tale for the Time Being,Ruth Ozeki,2013.0,3.98,eng
1701,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,2006.0,3.51,
1702,"Rule (Marked Men, #1)","Jay Crownover, Charlotte Connan de vries",2012.0,4.16,eng
1703,"South of the Border, West of the Sun","Haruki Murakami, Philip Gabriel",1992.0,3.87,eng
1704,Mother Night,Kurt Vonnegut Jr.,1961.0,4.21,en-US
1705,Influence: The Psychology of Persuasion,Robert B. Cialdini,1984.0,4.18,eng
1706,The Fall of the House of Usher and Other Tales ,"Edgar Allan Poe, Stephen Marlowe",1960.0,4.14,
1707,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,1964.0,3.96,eng
1708,The Paying Guests,Sarah Waters,2014.0,3.39,en-US
1709,"Forever Odd (Odd Thomas, #2)",Dean Koontz,2005.0,3.96,en-US
1710,At Home: A Short History of Private Life,Bill Bryson,2010.0,3.96,eng
1711,Sushi for Beginners,Marian Keyes,2000.0,3.69,
1712,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,2005.0,3.91,eng
1713,"Watermelon (Walsh Family, #1)",Marian Keyes,1995.0,3.79,
1714,The Kitchen God's Wife,Amy Tan,1991.0,3.98,en-US
1715,Let the Right One In,John Ajvide Lindqvist,2004.0,4.07,eng
1716,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,2012.0,4.2,eng
1717,Essential Tales and Poems,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,4.35,en-US
1718,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,2003.0,3.78,en-US
1719,Phantoms,Dean Koontz,1983.0,3.93,en-US
1720,Amy & Roger's Epic Detour,Morgan Matson,2010.0,4.05,eng
1721,My Utmost for His Highest,Oswald Chambers,1926.0,4.39,eng
1722,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,2003.0,4.25,eng
1723,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,2014.0,4.5,eng
1724,Nightshade (Nightshade #1; Nightshade World #4),Andrea Cremer,2010.0,4.03,eng
1725,Alice's Adventures in Wonderland,"Lewis Carroll, John Tenniel",1865.0,3.99,eng
1726,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke,1997.0,3.94,eng
1727,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,1988.0,4.05,en-US
1728,Uprooted,Naomi Novik,2015.0,4.13,eng
1729,Seveneves,Neal Stephenson,2015.0,3.98,eng
1730,Armada,Ernest Cline,2015.0,3.49,en-GB
1731,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,2010.0,4.24,eng
1732,The Man in the Brown Suit,Agatha Christie,1924.0,3.97,eng
1733,The Summons,John Grisham,2002.0,3.68,eng
1734,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1959.0,4.36,eng
1735,"Size 12 Is Not Fat (Heather Wells, #1)",Meg Cabot,2005.0,3.75,en-US
1736,Dark Matter,Blake Crouch,2016.0,4.11,eng
1737,"Glass Sword (Red Queen, #2)",Victoria Aveyard,2016.0,3.95,eng
1738,When You Reach Me,Rebecca Stead,2009.0,4.08,en-US
1739,The Bonfire of the Vanities,Tom Wolfe,1987.0,3.81,eng
1740,In the Unlikely Event,Judy Blume,2015.0,3.51,eng
1741,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,1937.0,4.06,eng
1742,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,1991.0,3.91,eng
1743,"Siege and Storm (Shadow and Bone, #2)",Leigh Bardugo,2013.0,4.08,eng
1744,"The Redbreast (Harry Hole, #3)","Jo NesbÃ¸, Don Bartlett",2000.0,3.94,eng
1745,"Leviathan (Leviathan, #1)",Scott Westerfeld,2009.0,3.91,en-US
1746,Hide and Seek,James Patterson,1995.0,4.1,en-US
1747,The Love Dare,"Stephen Kendrick, Alex Kendrick",2008.0,4.37,en-US
1748,Goodnight Nobody,Jennifer Weiner,2005.0,3.64,en-US
